Date ;Reg time ;Region id ;Region ;Municipal ;Nick ;Competence ;EAWS problem ;Cause/ weaklayer ;Type ;Catch 1 ;Catch 2 ;Catch 3 ;Catch 4 ;Size ;Trigger
2016-03-25 ;2016-03-25 20:06 ;116 ;Lofoten ;VÅGAN ;JonasD@ObsKorps ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-25 ;2016-03-25 20:06 ;116 ;Lofoten ;VÅGAN ;JonasD@ObsKorps ;***** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;1 - Harmless (sluff) ;Spontaneous release
2016-03-25 ;2016-03-25 17:26 ;123 ;Jotunheimen ;VANG ;Leif@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-25 ;2016-03-25 17:26 ;123 ;Jotunheimen ;VANG ;Leif@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-25 ;2016-03-25 17:46 ;109 ;Balsfjord ;TROMSØ ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-25 ;2016-03-25 17:46 ;109 ;Balsfjord ;TROMSØ ;Siggen@obskorps ;*** ;Wind-drifted snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-25 ;2016-03-25 18:38 ;0 ; ;BARDU ;mortenh@obskorps ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;Low additional load
2016-03-25 ;2016-03-25 19:42 ;107 ;Kåfjord ;SKJERVØY ;Hans-Jørgen@ObsKorps ;*** ;New snow ;Loose snow ;Loose dry avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 10:48 ;117 ;Trollheimen ;Oppdal ;geir@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 11:11 ;122 ;Sogn ;LUSTER ;martin@obskorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 11:11 ;122 ;Sogn ;LUSTER ;martin@obskorps ;**** ;New snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 11:23 ;115 ;Vesterålen ;SORTLAND ;Steinar@ObsKorps ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ;The overlying slab is soft. ; ;3 - Medium ;Spontaneous release
2016-03-26 ;2016-03-26 15:31 ;108 ;Tromsø ;TROMSØ ;tominord@regobsTroms ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 12:59 ;131 ;Svartisen ;RANA ;Gøran@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 12:59 ;131 ;Svartisen ;RANA ;Gøran@ObsKorps ;**** ;Wet snow ;Poor bonding between crust and overlying snow ;Wet slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2016-03-26 ;2016-03-26 13:31 ;129 ;Tamokdalen ;BALSFJORD ;Aadne@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 13:34 ;126 ;Hemsedalfjella ;HEMSEDAL ;Jørgen@obskorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;1 - Harmless (sluff) ;Low additional load
2016-03-26 ;2016-03-26 13:47 ;0 ; ;FAUSKE ;AnneMariaLeune@ObsKorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 13:47 ;0 ; ;FAUSKE ;AnneMariaLeune@ObsKorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ; ;2 - Small ;Spontaneous release
2016-03-26 ;2016-03-26 13:48 ;106 ;Alta ;KVÆNANGEN ;Bjørnulf@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-03-26 ;2016-03-26 13:48 ;106 ;Alta ;KVÆNANGEN ;Bjørnulf@ObsKorps ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ;The overlying slab is soft. ; ;3 - Medium ;Spontaneous release
2016-03-26 ;2016-03-26 14:03 ;114 ;Narvik ;NARVIK ;Marius@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 14:19 ;124 ;Voss ;SAMNANGER ;jkvn@alf ;** ;Wet snow ;Wet snow on the surface ;Loose wet avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2016-03-26 ;2016-03-26 14:48 ;111 ;Lyngsalpan ;LYNGEN ;Brauten ;Unknown ;New snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-03-26 ;2016-03-26 16:01 ;127 ;Røldal ;ODDA ;Nils@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 16:01 ;127 ;Røldal ;ODDA ;Nils@obskorps ;*** ;Wet snow ;Wet snow/melting near the ground ;Wet slab avalanche ; ; ; ; ;3 - Medium ;Spontaneous release
2016-03-26 ;2016-03-26 16:11 ;113 ;Harstad ; ;Tord@regobsTroms ;Unknown ;New snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 17:02 ;109 ;Balsfjord ;BALSFJORD ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-26 ;2016-03-26 17:02 ;109 ;Balsfjord ;BALSFJORD ;Siggen@obskorps ;*** ;Wind-drifted snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-26 ;2016-03-26 17:02 ;109 ;Balsfjord ;BALSFJORD ;Siggen@obskorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;1 - Harmless (sluff) ;Spontaneous release
2016-03-27 ;2016-03-27 11:43 ;118 ;Romsdal ;RAUMA ;Halvor@NVE ;***** ;Wet snow ;Buried weak layer of new snow ;Wet slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-03-27 ;2016-03-27 11:43 ;118 ;Romsdal ;RAUMA ;Halvor@NVE ;***** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-27 ;2016-03-27 12:23 ;112 ;Bardu ;BARDU ;mortenh@obskorps ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-27 ;2016-03-27 13:01 ;107 ;Kåfjord ;KÅFJORD ;Rolf P@obskorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;3 - Medium ;High additional load
2016-03-27 ;2016-03-27 13:14 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;**** ;Wet snow ;Water pooling in/above snow layers ;Wet slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Spontaneous release
2016-03-27 ;2016-03-27 13:14 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;**** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;
2016-03-27 ;2016-03-27 14:11 ;130 ;Nordenskioldland ;SVALBARD ;Martini@unis ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-03-27 ;2016-03-27 14:55 ;110 ;Senja ;BERG ;KMJohnsen ;Unknown ; ;Buried weak layer of faceted snow beneath a crust ; ; ; ; ; ; ;
2016-03-27 ;2016-03-27 16:17 ;130 ;Nordenskioldland ;SVALBARD ;Kjetil@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;Low additional load
2016-03-27 ;2016-03-27 16:18 ;121 ;Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2016-03-27 ;2016-03-27 16:39 ;130 ;Nordenskioldland ;SVALBARD ;Sigmund@obskorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-27 ;2016-03-27 23:27 ;130 ;Nordenskioldland ;SVALBARD ;Kjetil@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;Low additional load
2016-03-27 ;2016-03-27 23:27 ;130 ;Nordenskioldland ;SVALBARD ;Kjetil@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;Low additional load
2016-03-27 ;2016-03-27 18:00 ;108 ;Tromsø ;TROMSØ ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-27 ;2016-03-27 18:00 ;108 ;Tromsø ;TROMSØ ;Siggen@obskorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-28 ;2016-03-28 07:41 ;117 ;Trollheimen ;Oppdal ;geir@obskorps ;*** ;Wet snow ;Buried weak layer of new snow ;Wet slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-03-28 ;2016-03-28 07:41 ;117 ;Trollheimen ;Oppdal ;geir@obskorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-28 ;2016-03-28 09:56 ;116 ;Lofoten ;VÅGAN ;JonasD@ObsKorps ;***** ;Wet snow ;Water pooling in/above snow layers ;Wet slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ; ;3 - Medium ;Spontaneous release
2016-03-28 ;2016-03-28 11:15 ;106 ;Alta ;KVÆNANGEN ;Bjørnulf@ObsKorps ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Spontaneous release
2016-03-28 ;2016-03-28 11:15 ;106 ;Alta ;KVÆNANGEN ;Bjørnulf@ObsKorps ;**** ;New snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-28 ;2016-03-28 13:20 ;128 ;Rauland ;VINJE ;svein loftsgarden ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;Low additional load
2016-03-28 ;2016-03-28 15:25 ;121 ;Fjordane ;NAUSTDAL ;brit-siv@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-28 ;2016-03-28 15:55 ;106 ;Alta ;ALTA ;Johannes@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ; ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-03-28 ;2016-03-28 15:52 ;124 ;Voss ;SAMNANGER ;jkvn@alf ;** ;Wet snow ;Wet snow on the surface ;Loose wet avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-28 ;2016-03-28 21:40 ;111 ;Lyngsalpan ;LYNGEN ;Brauten ;Unknown ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-28 ;2016-03-28 16:51 ;130 ;Nordenskioldland ;SVALBARD ;Martini@unis ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-28 ;2016-03-28 21:10 ;109 ;Balsfjord ;TROMSØ ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-28 ;2016-03-28 21:10 ;109 ;Balsfjord ;TROMSØ ;Siggen@obskorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-29 ;2016-03-29 14:00 ;122 ;Sogn ;LUSTER ;martin@obskorps ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 14:00 ;122 ;Sogn ;LUSTER ;martin@obskorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 14:00 ;122 ;Sogn ;LUSTER ;martin@obskorps ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;1 - Harmless (sluff) ;Spontaneous release
2016-03-29 ;2016-03-29 13:17 ;109 ;Balsfjord ;BALSFJORD ;ToreV@met ;***** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 13:22 ;116 ;Lofoten ;HADSEL ;Ragne@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 13:32 ;114 ;Narvik ;NARVIK ;Kaj@obskorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-29 ;2016-03-29 19:39 ;111 ;Lyngsalpan ;LYNGEN ;JonasD@ObsKorps ;***** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 19:39 ;111 ;Lyngsalpan ;LYNGEN ;JonasD@ObsKorps ;***** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-29 ;2016-03-29 13:40 ;131 ;Svartisen ;MELØY ;AnneMariaLeune@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 14:41 ;122 ;Sogn ;LUSTER ;Markus@NVE ;***** ;Wet snow ;Wet snow on the surface ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-29 ;2016-03-29 14:41 ;122 ;Sogn ;LUSTER ;Markus@NVE ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-29 ;2016-03-29 14:52 ;115 ;Vesterålen ;KVÆFJORD ;Steinar@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 14:52 ;115 ;Vesterålen ;KVÆFJORD ;Steinar@ObsKorps ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-29 ;2016-03-29 16:43 ;113 ;Harstad ;GRATANGEN ;Isaac@SBO ;Unknown ;Wind-drifted snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 22:54 ;126 ;Hemsedalfjella ;HEMSEDAL ;Jørgen@obskorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-29 ;2016-03-29 22:54 ;126 ;Hemsedalfjella ;HEMSEDAL ;Jørgen@obskorps ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;1 - Harmless (sluff) ;Spontaneous release
2016-03-29 ;2016-03-29 17:27 ;130 ;Nordenskioldland ;SVALBARD ;Sigmund@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-03-29 ;2016-03-29 19:19 ;0 ; ;FAUSKE ;SindreH@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2016-03-29 ;2016-03-29 19:19 ;0 ; ;FAUSKE ;SindreH@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2016-03-30 ;2016-03-30 07:34 ;117 ;Trollheimen ;Oppdal ;geir@obskorps ;*** ;Wet snow ; ;Wet slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-30 ;2016-03-30 11:56 ;127 ;Røldal ;ODDA ;Nils@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-30 ;2016-03-30 12:15 ;120 ;Nordfjord ;STRYN ;Vidar@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-30 ;2016-03-30 13:07 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;High additional load
2016-03-30 ;2016-03-30 13:07 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;**** ;Wet snow ;Water pooling in/above snow layers ;Wet slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ; ;Low additional load
2016-03-30 ;2016-03-30 13:09 ;125 ;Hallingskarvet ;HOL ;steinar@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-30 ;2016-03-30 13:45 ;124 ;Voss ;MASFJORDEN ;Julie@SVV ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-30 ;2016-03-30 14:27 ;112 ;Bardu ;BARDU ;mortenh@obskorps ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-30 ;2016-03-30 18:59 ;111 ;Lyngsalpan ;LYNGEN ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-30 ;2016-03-30 18:59 ;111 ;Lyngsalpan ;LYNGEN ;Siggen@obskorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-30 ;2016-03-30 22:18 ;130 ;Nordenskioldland ;SVALBARD ;Kjetil@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2016-03-30 ;2016-03-30 22:18 ;130 ;Nordenskioldland ;SVALBARD ;Kjetil@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2016-03-30 ;2016-03-30 20:45 ;119 ;Sunnmøre ;ØRSTA ;Stig Løland@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-30 ;2016-03-30 20:45 ;119 ;Sunnmøre ;ØRSTA ;Stig Løland@obskorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-30 ;2016-03-30 21:11 ;123 ;Jotunheimen ;LOM ;Albert ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;1 - Harmless (sluff) ;High additional load
2016-03-30 ;2016-03-30 21:14 ;123 ;Jotunheimen ;LOM ;Albert ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-03-31 ;2016-03-31 10:47 ;109 ;Balsfjord ;TROMSØ ;HåvardT@nve ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;1 - Harmless (sluff) ;Low additional load
2016-03-31 ;2016-03-31 11:23 ;111 ;Lyngsalpan ;LYNGEN ;JonasD@ObsKorps ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-31 ;2016-03-31 11:23 ;111 ;Lyngsalpan ;LYNGEN ;JonasD@ObsKorps ;***** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-31 ;2016-03-31 11:49 ;122 ;Sogn ;SOGNDAL ;Ingrid SVV ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ; ;Low additional load
2016-03-31 ;2016-03-31 12:21 ;123 ;Jotunheimen ;VANG ;Leif@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;1 - Harmless (sluff) ;Low additional load
2016-03-31 ;2016-03-31 13:26 ;131 ;Svartisen ;BEIARN ;DagTheodor@SVV ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-31 ;2016-03-31 13:40 ;118 ;Romsdal ;RAUMA ;knutinge@svv ;***** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-31 ;2016-03-31 13:57 ;117 ;Trollheimen ;SURNADAL ;Gunne@SVV ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-03-31 ;2016-03-31 14:22 ;0 ; ;JONDAL ;Njål@SVV ;**** ;New snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-03-31 ;2016-03-31 14:26 ;124 ;Voss ;SAMNANGER ;jkvn@alf ;** ;New snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-03-31 ;2016-03-31 14:35 ;129 ;Tamokdalen ;BALSFJORD ;Aadne@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-31 ;2016-03-31 15:05 ;130 ;Nordenskioldland ;SVALBARD ;Sigmund@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-03-31 ;2016-03-31 15:21 ;114 ;Narvik ;NARVIK ;Kaj@obskorps ;**** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-31 ;2016-03-31 16:02 ;113 ;Harstad ; ;Kristoffer@ObsKorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-03-31 ;2016-03-31 16:02 ;113 ;Harstad ; ;Kristoffer@ObsKorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-31 ;2016-03-31 18:14 ;119 ;Sunnmøre ;STRANDA ;Ingrid@NVE ;Unknown ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-03-31 ;2016-03-31 18:14 ;119 ;Sunnmøre ;STRANDA ;Ingrid@NVE ;Unknown ;New snow ;Loose snow ;Loose dry avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2016-03-31 ;2016-03-31 19:04 ;0 ; ;FAUSKE ;SindreH@ObsKorps ;*** ;Wet snow ;Loose snow ;Loose wet avalanche ; ; ; ; ;2 - Small ;High additional load
