Date ;Region id ;Region ;Nick ;DL ;Danger level ;Main message
2016-05-04 ;117 ;Trollheimen ;knutinge@svv ;3 ;3 Considerable  ;Conditions are challenging. Be sure you have enough knowledge and experience before travelling in steep terrain. Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures
2016-05-04 ;118 ;Romsdal ;knutinge@svv ;3 ;3 Considerable  ;Conditions are challenging. Be sure you have enough knowledge and experience before travelling in steep terrain. Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures
2016-05-04 ;119 ;Sunnmøre ;knutinge@svv ;3 ;3 Considerable  ;Conditions are challenging. Be sure you have enough knowledge and experience before travelling in steep terrain. Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures
2016-05-04 ;121 ;Fjordane ;knutinge@svv ;2 ;2 Moderate  ;Conditions are challenging. Be sure you have enough knowledge and experience before travelling in steep terrain. Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures
2016-05-04 ;122 ;Sogn ;siri@met ;3 ;3 Considerable  ;Conditions are challenging. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches can release in steep terrain in lower areas.
2016-05-04 ;123 ;Jotunheimen ;siri@met ;3 ;3 Considerable  ;Challenging conditions. Be sure you have enough knowledge and experience before travelling in steep terrain. Remote triggering is possible. Wet avalanches can release in steep terrain in lower areas.
2016-05-04 ;124 ;Voss ;knutinge@svv ;2 ;2 Moderate  ;Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures.
2016-05-04 ;127 ;Røldal ;knutinge@svv ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high.
2016-05-04 ;128 ;Rauland ;siri@met ;2 ;2 Moderate  ;Temperature rise and solar radiation give increased danger of wet avalanches. Risk of wind-deposited snow above 1200 masl.
2016-05-04 ;129 ;Tamokdalen ;birgitrustad ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-04 ;130 ;Nordenskioldland ;rue@nve ;2 ;2 Moderate  ;Wind slabs has formed on top of a surface hoar layer during the week. Persistent weak layers still lingers in the snowpack but are quite stubborn at the moment. If the sun comes out it may trigger small wet, loose avalanches on steep terrain.
2016-05-04 ;131 ;Svartisen ;rue@nve ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-04 ;132 ;Hallingdal ;siri@met ;3 ;3 Considerable  ;Challenging conditions. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches can release in steep terrain in lower areas.
2016-05-04 ;133 ;Salten ;rue@nve ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-05 ;106 ;Alta ;Tommy@NVE ;2 ;2 Moderate  ;Rain and temperatures may result in skier triggered and natural avalanche activity.
2016-05-05 ;107 ;Kåfjord ;Tommy@NVE ;2 ;2 Moderate  ;Rain and high temperatures may result in skier triggered and natural avalanche activity.
2016-05-05 ;108 ;Tromsø ;Tommy@NVE ;2 ;2 Moderate  ;Rain and high temperatures may result in skier triggered and natural avalanche activity.
2016-05-05 ;109 ;Balsfjord ;Tommy@NVE ;2 ;2 Moderate  ;Rain and high temperatures may result in skier triggered and natural avalanche activity.
2016-05-05 ;110 ;Senja ;Tommy@NVE ;2 ;2 Moderate  ;Rain and high temperatures may result in skier triggered and natural wet avalanche activity.
2016-05-05 ;111 ;Lyngsalpan ;Tommy@NVE ;2 ;2 Moderate  ;Rain and high temperatures may result in skier triggered and natural avalanche activity.
2016-05-05 ;112 ;Bardu ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Mild temperatures and rain increases the danger for wet avalanche acitivity in all sectors.
2016-05-05 ;114 ;Narvik ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Mild temperatures and rain increases the danger for wet avalanche acitivity in all sectors.
2016-05-05 ;115 ;Vesterålen ;Karsten@NVE ;1 ;1 Low  ;Generally stable conditions. Danger of wet avalanches increases with rising temperatures.
2016-05-05 ;116 ;Lofoten ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-05 ;117 ;Trollheimen ;torehum@svv ;3 ;3 Considerable  ;Conditions are challenging. Be sure you have enough knowledge and experience before travelling in steep terrain. Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures
2016-05-05 ;118 ;Romsdal ;torehum@svv ;3 ;3 Considerable  ;Challenging conditions. Be sure you have enough knowledge and experience before travelling in steep terrain. Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures.
2016-05-05 ;119 ;Sunnmøre ;torehum@svv ;3 ;3 Considerable  ;Challenging conditions. Be sure you have enough knowledge and experience before travelling in steep terrain. Weak layers of faceted crystals are a problem at all aspects. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures.
2016-05-05 ;121 ;Fjordane ;torehum@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures. Snowfall at high altitudes will give slabs in some slabs. Weak layers of faceted crystals are a problem at all aspects.
2016-05-05 ;122 ;Sogn ;Karsten@NVE ;3 ;3 Considerable  ;Conditions are challenging. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches can release in steep terrain in lower areas.
2016-05-05 ;123 ;Jotunheimen ;siri@met ;3 ;3 Considerable  ;Challenging conditions. Be sure you have enough knowledge and experience before travelling in steep terrain. Remote triggering is possible. Wet avalanches can release in steep terrain in lower areas.
2016-05-05 ;124 ;Voss ;torehum@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures. Snowfall at high altitudes will give slabs in some slabs. Weak layers of faceted crystals are a problem at all aspects.
2016-05-05 ;127 ;Røldal ;torehum@svv ;2 ;2 Moderate  ;High temperatures. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures. Weak layers of faceted crystals are a problem at all aspects.
2016-05-05 ;128 ;Rauland ;siri@met ;2 ;2 Moderate  ;Temperature rise and solar radiation give increased danger of wet avalanches. Risk of wind-deposited snow above 1200 masl.
2016-05-05 ;129 ;Tamokdalen ;Tommy@NVE ;2 ;2 Moderate  ;Rain and high temperatures may result in skier triggered and natural avalanche activity.
2016-05-05 ;130 ;Nordenskioldland ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2016-05-05 ;131 ;Svartisen ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-05 ;132 ;Hallingdal ;siri@met ;2 ;2 Moderate  ;Wind slabs are a problem at high elevations. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures. Avoid areas with visible gliding cracks, release areas and run out areas for wet snow avalanches.
2016-05-05 ;133 ;Salten ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-06 ;106 ;Alta ;Tommy@NVE ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-06 ;107 ;Kåfjord ;Tommy@NVE ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-06 ;108 ;Tromsø ;Tommy@NVE ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-06 ;109 ;Balsfjord ;Tommy@NVE ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-06 ;110 ;Senja ;Tommy@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-06 ;111 ;Lyngsalpan ;Tommy@NVE ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-06 ;112 ;Bardu ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Positive temperatures and rain increase the danger for wet avalanche acitivity in all sectors.
2016-05-06 ;114 ;Narvik ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Mild temperatures and rain increases the danger for wet avalanche acitivity in all sectors.
2016-05-06 ;115 ;Vesterålen ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-06 ;116 ;Lofoten ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-06 ;117 ;Trollheimen ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-06 ;118 ;Romsdal ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-06 ;119 ;Sunnmøre ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-06 ;121 ;Fjordane ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-06 ;122 ;Sogn ;anitaaw@met ;3 ;3 Considerable  ;Conditions are challenging with persistent weak layers. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches can release in steep terrain in lower areas.
2016-05-06 ;123 ;Jotunheimen ;anitaaw@met ;3 ;3 Considerable  ;Challenging conditions with persistent weak layer, remote triggering possible. Be sure you have enough knowledge and experience before travelling in steep terrain.
2016-05-06 ;124 ;Voss ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-06 ;127 ;Røldal ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-06 ;128 ;Rauland ;anitaaw@met ;2 ;2 Moderate  ;Sun and rising temperatures may result in natural avalanche activity in sunexposed terrain. Also, areas with persistent weak layers may be found.
2016-05-06 ;129 ;Tamokdalen ;Tommy@NVE ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-06 ;130 ;Nordenskioldland ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2016-05-06 ;131 ;Svartisen ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-06 ;132 ;Hallingdal ;anitaaw@met ;2 ;2 Moderate  ;Wet avalanches in steep sunexposed areas. Wind slabs above a persistent weak layer in the alpine.
2016-05-06 ;133 ;Salten ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-07 ;106 ;Alta ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in steep slopes, the danger increases with temperature during the day.
2016-05-07 ;107 ;Kåfjord ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in steep slopes, the danger increases with temperature during the day.
2016-05-07 ;108 ;Tromsø ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in steep slopes, the danger increases with temperature during the day.
2016-05-07 ;109 ;Balsfjord ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in steep slopes, the danger increases with temperature during the day.
2016-05-07 ;110 ;Senja ;Tommy@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-07 ;111 ;Lyngsalpan ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in steep slopes, the danger increases with temperature during the day.
2016-05-07 ;112 ;Bardu ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Mild temperatures and rain increases the danger for wet avalanche acitivity in all sectors.
2016-05-07 ;114 ;Narvik ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Mild temperatures and rain increases the danger for wet avalanche acitivity in all sectors.
2016-05-07 ;115 ;Vesterålen ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-07 ;116 ;Lofoten ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-07 ;117 ;Trollheimen ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-07 ;118 ;Romsdal ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-07 ;119 ;Sunnmøre ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-07 ;121 ;Fjordane ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-07 ;122 ;Sogn ;anitaaw@met ;3 ;3 Considerable  ;Conditions are challenging with persistent weak layers. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches can release in steep terrain in lower areas.
2016-05-07 ;123 ;Jotunheimen ;anitaaw@met ;3 ;3 Considerable  ;Challenging conditions with persistent weak layer, remote triggering possible. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches in steep areas.
2016-05-07 ;124 ;Voss ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-07 ;127 ;Røldal ;torehum@svv ;2 ;2 Moderate  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-07 ;128 ;Rauland ;anitaaw@met ;2 ;2 Moderate  ;Sun and rising temperatures may result in natural avalanche activity in sunexposed terrain. Also, areas with persistent weak layers may be found.
2016-05-07 ;129 ;Tamokdalen ;Tommy@NVE ;2 ;2 Moderate  ;Rain, solar radiation and high day temperatures may result in skier triggered and natural avalanche activity.
2016-05-07 ;130 ;Nordenskioldland ;Karsten@NVE ;3 ;3 Considerable  ;Locally unstable conditions due to wind slabs in lee areas. A weak layer of facets or surface hoar may also be triggered where the snow cover is thin.
2016-05-07 ;131 ;Svartisen ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-07 ;132 ;Hallingdal ;anitaaw@met ;2 ;2 Moderate  ;Wet avalanches in steep sunexposed areas. Wind slabs above a persistent weak layer in the alpine.
2016-05-07 ;133 ;Salten ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be careful in sun exposed steep slopes, the danger increases with temperature during the day. Melt water may weaken persistent weak layers and release slab avalanches.
2016-05-08 ;106 ;Alta ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-08 ;107 ;Kåfjord ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-08 ;108 ;Tromsø ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-08 ;109 ;Balsfjord ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-08 ;110 ;Senja ;Tommy@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-08 ;111 ;Lyngsalpan ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-08 ;112 ;Bardu ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Wind slabs in the alpine might be unstable. Positive temperatures and rain increases the danger for wet avalanche acitivity in all sectors.
2016-05-08 ;114 ;Narvik ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Wind slabs in the alpine might be unstable. Positive temperatures and rain increases the danger for wet avalanche acitivity in all sectors.
2016-05-08 ;115 ;Vesterålen ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-08 ;116 ;Lofoten ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-08 ;117 ;Trollheimen ;Silje@svv ;3 ;3 Considerable  ;Rising temperatures may cause wet slab avalanches to release naturally. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-08 ;118 ;Romsdal ;Silje@svv ;3 ;3 Considerable  ;Rising temperatures may cause wet slab avalanches to release naturally. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-08 ;119 ;Sunnmøre ;Silje@svv ;3 ;3 Considerable  ;Rising temperatures may cause wet slab avalanches to release naturally. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-08 ;121 ;Fjordane ;Silje@svv ;3 ;3 Considerable  ;Rising temperatures may cause wet slab avalanches to release naturally. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-08 ;122 ;Sogn ;anitaaw@met ;3 ;3 Considerable  ;Challenging conditions with persistent weak layer. Remote triggering possible. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches in steep areas.
2016-05-08 ;123 ;Jotunheimen ;anitaaw@met ;3 ;3 Considerable  ;Challenging conditions with persistent weak layer, remote triggering possible. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches in steep areas.
2016-05-08 ;124 ;Voss ;Karsten@NVE ;3 ;3 Considerable  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-08 ;127 ;Røldal ;Karsten@NVE ;3 ;3 Considerable  ;The snow pack has still a complex built-up, despite spring and warm air temperatures. Melting at the snow surface will give an impression of homogenous snow. Be careful where the snow is wet and check if weak layers are present in the snow pack. Watch out for weak cornices and choose safe terrain.
2016-05-08 ;128 ;Rauland ;anitaaw@met ;2 ;2 Moderate  ;Sun and high temperatures may result in natural avalanche activity in sunexposed terrain. Also, areas with persistent weak layers may be found.
2016-05-08 ;129 ;Tamokdalen ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-08 ;130 ;Nordenskioldland ;Karsten@NVE ;2 ;2 Moderate  ;There is a persistent weak layer buried in the snow cover that may be triggered by a skier or snowmobile. Remote triggering possible on hotspots or on convex terrain where the snow cover is thin. Wind slabs in the alpine may also form avalanches.
2016-05-08 ;131 ;Svartisen ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the Alpine. Wind slabs can be triggered in steep gullies and bowls. We expect more stable conditions in lower laying areas.
2016-05-08 ;132 ;Hallingdal ;anitaaw@met ;2 ;2 Moderate  ;Sun and high temperatures may result in natural avalanche activity in sunexposed terrain. Also, areas with persistent weak layers may be found.
2016-05-08 ;133 ;Salten ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the Alpine. Wind slabs can be triggered in steep gullies and bowls. We expect more stable conditions in lower laying areas.
2016-05-09 ;106 ;Alta ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-09 ;107 ;Kåfjord ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-09 ;108 ;Tromsø ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-09 ;109 ;Balsfjord ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-09 ;110 ;Senja ;Tommy@NVE ;1 ;1 Low  ;Be careful in steep terrain with fresh wind deposited snow in the alpine.
2016-05-09 ;111 ;Lyngsalpan ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-09 ;112 ;Bardu ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the Alpine. Wind slabs might be unstable. Otherwise generally stable conditions.
2016-05-09 ;114 ;Narvik ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the Alpine. Wind slabs might be unstable. Otherwise generally stable conditions.
2016-05-09 ;115 ;Vesterålen ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-09 ;116 ;Lofoten ;Karsten@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-09 ;117 ;Trollheimen ;torehum@svv ;2 ;2 Moderate  ;High temperatures and solar radiation provides more water to the snow cover. Water that accumulates in the upper snowpack and above dense layers of snow are signs of instability. Some wet snow avalanches are expected. Be aware of unstable cornices and glide avalanches from steep and snow covered rock slopes.
2016-05-09 ;118 ;Romsdal ;torehum@svv ;2 ;2 Moderate  ;High temperatures and solar radiation provides more water to the snow cover. Water that accumulates in the upper snowpack and above dense layers of snow are signs of instability. Some wet snow avalanches are expected. Be aware of unstable cornices and glide avalanches from steep and snow covered rock slopes.
2016-05-09 ;119 ;Sunnmøre ;torehum@svv ;2 ;2 Moderate  ;High temperatures and solar radiation provides more water to the snow cover. Water that accumulates in the upper snowpack and above dense layers of snow are signs of instability. Some wet snow avalanches are expected. Be aware of unstable cornices and glide avalanches from steep and snow covered rock slopes.
2016-05-09 ;121 ;Fjordane ;torehum@svv ;2 ;2 Moderate  ;High temperatures and solar radiation provides more water to the snow cover. Water that accumulates in the upper snowpack and above dense layers of snow are signs of instability. Some wet snow avalanches are expected. Be aware of unstable cornices and glide avalanches from steep and snow covered rock slopes.
2016-05-09 ;122 ;Sogn ;anitaaw@met ;2 ;2 Moderate  ;Sun and high temperatures may result in natural avalanche activity. Also, areas with persistent weak layers may be found.
2016-05-09 ;123 ;Jotunheimen ;Karsten@NVE ;3 ;3 Considerable  ;Challenging conditions with persistent weak layer, remote triggering possible. Be sure you have enough knowledge and experience before travelling in steep terrain. Wet avalanches are expected on steep slopes.
2016-05-09 ;124 ;Voss ;torehum@svv ;2 ;2 Moderate  ;High temperatures and solar radiation provides more water to the snow cover. Water that accumulates in the upper snowpack and above dense layers of snow are signs of instability. Some wet snow avalanches are expected. Be aware of unstable cornices and glide avalanches from steep and snow covered rock slopes.
2016-05-09 ;127 ;Røldal ;torehum@svv ;2 ;2 Moderate  ;High temperatures and solar radiation provides more water to the snow cover. Water that accumulates in the upper snowpack and above dense layers of snow are signs of instability. Some wet snow avalanches are expected. Be aware of unstable cornices and glide avalanches from steep and snow covered rock slopes.
2016-05-09 ;128 ;Rauland ;anitaaw@met ;2 ;2 Moderate  ;Sun and high temperatures may result in natural avalanche activity.
2016-05-09 ;129 ;Tamokdalen ;Tommy@NVE ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-09 ;130 ;Nordenskioldland ;Karsten@NVE ;2 ;2 Moderate  ;There is a persistent weak layer buried in the snow cover that may be triggered by a skier or snowmobile. Remote triggering possible on hotspots or on convex terrain where the snow cover is thin. Wind slabs in the alpine may also form avalanches.
2016-05-09 ;131 ;Svartisen ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions at higher elveations and where the snow pack is soaked. Otherwise generally stable conditions.
2016-05-09 ;132 ;Hallingdal ;anitaaw@met ;2 ;2 Moderate  ;Sun and high temperatures may result in natural avalanche activity. Also, areas with persistent weak layers may be found.
2016-05-09 ;133 ;Salten ;Karsten@NVE ;2 ;2 Moderate  ;Locally unstable conditions at higher elveations and where the snow pack is soaked. Otherwise generally stable conditions.
2016-05-10 ;106 ;Alta ;HåvardT@met ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-10 ;107 ;Kåfjord ;HåvardT@met ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-10 ;108 ;Tromsø ;HåvardT@met ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-10 ;109 ;Balsfjord ;HåvardT@met ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-10 ;110 ;Senja ;HåvardT@met ;1 ;1 Low  ;Be careful in steep terrain with fresh wind deposited snow in the alpine.
2016-05-10 ;111 ;Lyngsalpan ;HåvardT@met ;2 ;2 Moderate  ;Locally unstable conditions in the alpine, be careful in steep terrain with fresh storm slabs.
2016-05-10 ;112 ;Bardu ;EspenN@NVE ;2 ;2 Moderate  ;A bit hallenging conditions due to different avalanche problems. Wet snow found in lower elevations. Conservative terrain choice is essential on freshly loaded storm slabs in the alpine.
2016-05-10 ;114 ;Narvik ;EspenN@NVE ;2 ;2 Moderate  ;A bit challenging conditions due to different avalanche problems. Wet snow found in lower elevations. Conservative terrain choice is essential on freshly loaded storm slabs in the alpine.
2016-05-10 ;115 ;Vesterålen ;EspenN@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
